Última Medição;2018m12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Download em;2019m01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;http://www.ispdados.rj.gov.br/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
99;1;2003;2003m1;28;5;Itatiaia;3302254;Interior;1;0;0;0;3;20;0;0;2;3;1;0;0;3;0;0;0;0;0;0;;4;11;1;0;0;1;;27;29;0;0;0;1;2; ; ; ;1;;;;;19;1;0;0;0;0;1;3;0;121;3
100;1;2003;2003m1;28;5;"Porto Real;Quatis";9999992;Interior;2;0;0;0;0;8;2;0;3;0;0;0;0;1;2;1;0;0;0;1;;0;5;1;0;0;0;;13;14;0;0;0;0;0; ; ; ;2;;;;;17;0;0;0;0;0;2;3;0;58;3
104;1;2003;2003m1;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;6;1;0;9;0;0;0;0;0;0;0;0;0;0;0;;0;0;3;0;0;0;;4;7;0;0;0;0;0; ; ; ;0;;;;;5;0;0;0;0;0;0;0;0;37;3
105;1;2003;2003m1;26;7;Petrópolis;3303906;Interior;2;0;0;0;0;110;3;1;30;6;4;3;2;8;3;0;0;1;0;0;;5;32;19;7;0;5;;76;107;0;0;0;11;17; ; ; ;3;;;;;89;4;0;0;0;0;2;12;3;486;3
106;1;2003;2003m1;26;7;Petrópolis;3303906;Interior;2;0;0;0;0;37;1;1;12;1;1;0;0;1;0;0;0;1;0;0;;1;5;2;1;0;0;;35;38;0;0;0;4;5; ; ; ;1;;;;;16;0;1;0;0;0;2;2;0;131;3
107;1;2003;2003m1;10;5;Paraíba do Sul;3303708;Interior;0;0;0;0;1;15;2;0;9;1;0;2;1;0;0;0;0;0;0;0;;0;4;2;0;0;0;;21;23;0;0;0;1;2; ; ; ;4;;;;;32;0;0;0;0;0;0;0;2;116;3
108;1;2003;2003m1;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;5;0;0;0;4;76;4;6;31;5;0;3;2;2;0;0;0;0;0;3;;2;17;5;1;0;1;;59;66;0;0;0;5;9; ; ; ;4;;;;;101;4;0;0;0;0;5;2;3;364;3
109;1;2003;2003m1;10;5;Sapucaia;3305406;Interior;3;0;0;0;1;9;0;0;0;1;0;1;1;0;0;0;0;0;0;0;;0;3;0;0;0;0;;12;12;0;0;0;0;0; ; ; ;0;;;;;13;0;1;0;0;0;3;0;1;50;3
110;1;2003;2003m1;30;7;Teresópolis;3305802;Interior;1;0;0;0;2;122;4;2;34;1;0;3;0;5;0;0;0;1;1;0;;3;14;19;5;1;2;;60;87;0;0;0;6;10; ; ; ;13;;;;;59;4;0;0;0;0;1;6;3;367;3
111;1;2003;2003m1;11;7;Sumidouro;3305703;Interior;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;0;2;1;0;0;0;;3;4;0;0;0;0;0; ; ; ;1;;;;;5;0;0;0;0;0;0;2;0;33;3
112;1;2003;2003m1;11;7;Carmo;3301207;Interior;1;0;0;0;0;18;1;0;5;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;6;6;0;0;0;1;2; ; ; ;0;;;;;13;0;0;0;0;0;1;0;0;56;3
118;1;2003;2003m1;25;4;Araruama;3300209;Interior;3;0;0;0;0;61;4;5;34;1;3;4;1;5;0;0;0;1;0;0;;4;19;4;0;1;4;;99;108;0;0;0;6;2; ; ; ;6;;;;;35;2;0;0;0;0;3;6;4;301;3
119;1;2003;2003m1;35;4;Rio Bonito;3304300;Interior;3;0;0;0;0;23;3;0;23;0;0;7;3;2;1;0;0;0;0;0;;3;16;6;0;0;1;;13;20;0;0;0;5;6; ; ; ;3;;;;;17;2;0;0;0;0;3;3;7;110;3
120;1;2003;2003m1;35;4;Silva Jardim;3305604;Interior;1;0;0;0;0;5;1;3;7;0;0;1;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;;14;14;0;0;0;0;2; ; ; ;1;;;;;11;0;0;0;0;0;1;0;1;54;3
121;1;2003;2003m1;34;3;Casimiro de Abreu;3301306;Interior;0;0;0;0;1;6;1;1;10;0;0;3;2;0;0;0;0;1;0;0;;0;6;2;0;0;1;;16;19;0;0;0;0;2; ; ; ;3;;;;;23;2;0;0;0;0;0;1;3;70;3
122;1;2003;2003m1;34;3;Conceição de Macabú;3301405;Interior;0;0;0;0;0;19;1;0;8;0;0;2;1;0;0;0;0;0;0;0;;2;5;2;0;0;0;;7;9;0;0;0;0;1; ; ; ;3;;;;;6;1;0;0;0;0;0;0;2;54;3
123;1;2003;2003m1;34;3;"Macaé;Quissamã;Carapebus";9999984;Interior;7;0;0;0;12;64;2;2;43;4;1;12;4;7;1;0;0;5;0;1;;5;40;28;6;1;5;;68;108;0;0;0;11;18; ; ; ;21;;;;;35;2;0;0;0;0;7;13;12;393;3
124;1;2003;2003m1;25;4;Saquarema;3305505;Interior;2;0;0;0;1;19;3;1;29;1;0;2;2;4;0;0;0;1;0;0;;0;10;7;4;0;2;;45;58;0;0;0;2;8; ; ; ;7;;;;;30;1;1;0;0;0;2;5;2;177;3
125;1;2003;2003m1;25;4;São Pedro da Aldeia;3305208;Interior;4;0;0;0;4;51;0;3;30;2;1;3;0;7;0;0;0;1;0;0;;2;16;2;5;0;2;;34;43;0;0;0;8;4; ; ; ;4;;;;;40;0;1;0;0;0;4;8;3;228;3
126;1;2003;2003m1;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;9;0;0;0;6;121;5;3;49;4;3;9;0;33;2;0;0;24;0;1;;18;94;40;185;0;124;;308;657;0;0;0;12;22; ; ; ;18;;;;;98;3;1;0;0;0;9;59;9;1091;3
127;1;2003;2003m1;25;4;Armação dos Búzios;3300233;Interior;11;0;0;0;2;42;2;0;22;3;2;2;0;4;1;0;0;3;0;0;;4;19;5;7;0;6;;92;110;0;0;0;3;7; ; ; ;6;;;;;24;2;2;0;0;0;11;8;2;269;3
128;1;2003;2003m1;34;3;Rio das Ostras;3304524;Interior;4;0;0;0;4;29;3;1;43;2;2;7;1;5;1;0;0;3;0;1;;5;27;22;5;2;6;;85;120;0;0;0;3;6; ; ; ;8;;;;;39;6;1;0;0;0;4;9;7;324;3
129;1;2003;2003m1;25;4;Iguaba Grande;3301876;Interior;0;0;0;0;0;7;0;1;6;1;0;1;1;0;0;0;0;1;0;0;;1;5;1;1;0;0;;26;28;0;0;0;0;2; ; ; ;1;;;;;10;0;0;0;0;0;0;1;1;63;3
134;1;2003;2003m1;8;6;Campos dos Goytacazes;3301009;Interior;5;0;0;0;11;118;1;3;99;11;3;7;0;27;4;0;0;12;0;1;;8;73;18;12;1;6;;141;178;0;1;0;6;25; ; ; ;10;;;;;128;4;1;0;0;0;5;43;7;685;3
135;1;2003;2003m1;37;5;Itaocara;3302106;Interior;2;0;0;0;0;7;1;0;1;0;0;0;0;1;1;0;0;0;0;0;;0;2;2;0;0;1;;2;5;0;0;0;0;3; ; ; ;2;;;;;8;0;0;0;0;0;2;2;0;50;3
136;1;2003;2003m1;37;5;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0;0;0;0;0;44;2;1;14;1;0;0;0;0;0;0;0;0;0;0;;0;1;2;0;0;1;;25;28;0;0;0;0;2; ; ; ;1;;;;;27;2;1;0;0;0;0;0;0;152;3
137;1;2003;2003m1;37;5;Miracema;3303005;Interior;0;0;0;0;0;21;0;0;7;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;8;8;0;0;0;0;1; ; ; ;0;;;;;8;0;0;0;0;0;0;0;0;51;3
138;1;2003;2003m1;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;1;1;0;0;0;0;6; ; ; ;0;;;;;4;0;1;0;0;0;0;0;0;24;3
139;1;2003;2003m1;29;6;Porciúncula;3304102;Interior;0;0;0;0;0;22;1;0;2;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;6;6;0;0;0;0;5; ; ; ;0;;;;;15;1;0;0;0;0;0;0;0;52;3
140;1;2003;2003m1;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;11;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;4;4;0;0;0;0;0; ; ; ;0;;;;;4;0;0;0;0;0;0;0;0;27;3
141;1;2003;2003m1;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;12;0;1;12;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;13;13;0;0;0;2;0; ; ; ;0;;;;;10;1;1;0;0;0;0;0;0;78;3
142;1;2003;2003m1;37;5;Cambuci;3300902;Interior;0;0;0;0;0;9;0;0;4;0;1;1;0;1;0;0;0;0;0;0;;0;3;0;0;0;0;;3;3;0;0;0;1;0; ; ; ;1;;;;;7;0;0;0;0;0;0;1;1;40;3
143;1;2003;2003m1;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;1;0;0;0;1;61;1;0;48;1;3;1;0;3;0;0;0;0;0;1;;1;10;3;3;0;2;;71;79;0;0;0;9;35; ; ; ;0;;;;;53;7;2;0;0;0;1;3;1;359;3
144;1;2003;2003m1;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;0;0;0;0;15;0;1;10;0;0;0;0;0;0;0;0;0;0;0;;2;2;0;0;0;0;;10;10;0;0;0;0;1; ; ; ;0;;;;;8;0;0;0;0;0;0;0;0;56;3
145;1;2003;2003m1;8;6;São João da Barra;3305000;Interior;1;0;0;0;1;26;0;3;24;0;1;0;0;0;0;0;0;0;0;0;;0;1;4;1;0;0;;46;51;0;0;0;0;2; ; ; ;2;;;;;35;0;0;0;0;0;1;0;0;145;3
146;1;2003;2003m1;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;14;0;1;0;5;93;3;4;79;6;1;6;1;6;1;0;0;1;0;0;;3;25;6;5;0;0;;64;75;0;0;0;1;16; ; ; ;6;;;;;70;5;0;0;0;0;15;8;6;392;3
151;1;2003;2003m1;11;7;Nova Friburgo;3303401;Interior;6;0;2;1;4;99;2;2;40;2;1;1;0;8;5;0;0;1;0;0;;2;20;16;2;0;5;;63;86;0;2;0;12;18; ; ; ;17;;;;;116;7;2;0;0;0;9;14;1;479;3
152;1;2003;2003m1;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;1;0;0;0;0;;0;0;0;0;0;0;0; ; ; ;0;;;;;4;1;0;0;0;0;0;1;0;17;3
153;1;2003;2003m1;11;7;Cantagalo;3301108;Interior;0;0;0;0;1;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;10;10;0;0;0;0;0; ; ; ;1;;;;;17;0;1;0;0;0;0;0;0;56;3
154;1;2003;2003m1;11;7;"Cordeiro;Macuco";9999998;Interior;1;0;0;0;1;25;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;;14;15;0;0;0;0;1; ; ; ;0;;;;;11;0;0;0;0;0;1;0;0;72;3
155;1;2003;2003m1;37;5;São Sebastião do Alto;3305307;Interior;0;0;0;0;2;9;0;1;5;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;;2;3;0;0;0;1;0; ; ; ;1;;;;;5;0;0;0;0;0;0;0;0;29;3
156;1;2003;2003m1;11;7;Santa Maria Madalena;3304607;Interior;1;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;5;5;0;0;0;0;0; ; ; ;0;;;;;2;0;0;0;0;0;1;0;0;38;3
157;1;2003;2003m1;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;2;2;0;0;0;0;0; ; ; ;0;;;;;8;0;0;0;0;0;0;0;0;25;3
158;1;2003;2003m1;11;7;Bom Jardim;3300506;Interior;0;0;0;0;0;9;0;1;4;0;0;0;0;1;0;0;0;0;0;0;;0;1;2;0;0;0;;8;10;0;0;0;0;1; ; ; ;1;;;;;6;0;1;0;0;0;0;1;0;47;3
159;1;2003;2003m1;11;7;Cachoeiras de Macacu;3300803;Interior;0;0;0;0;0;36;1;2;16;0;0;0;0;1;0;0;0;0;0;0;;0;1;1;0;0;0;;29;30;0;0;0;2;4; ; ; ;2;;;;;35;1;0;0;0;0;0;1;0;139;3
165;1;2003;2003m1;32;6;Mangaratiba;3302601;Interior;0;0;0;0;0;37;1;0;17;1;0;1;1;2;0;0;0;0;0;0;;1;6;6;1;0;4;;23;34;0;0;0;1;2; ; ; ;4;;;;;28;0;1;0;0;0;0;2;1;138;3
166;1;2003;2003m1;32;6;Angra dos Reis;3300100;Interior;7;0;0;0;9;118;4;3;31;4;1;1;1;5;2;0;0;2;0;0;;3;19;3;6;2;2;;96;109;0;0;0;3;79; ; ; ;2;;;;;118;4;2;0;0;0;7;9;1;496;3
167;1;2003;2003m1;32;6;Paraty;3303807;Interior;3;0;0;0;3;17;1;0;6;1;1;1;0;1;0;0;0;1;0;0;;0;5;2;4;0;1;;24;31;0;0;0;3;5; ; ; ;2;;;;;31;1;0;0;0;0;3;2;1;116;3
168;1;2003;2003m1;10;5;Rio Claro;3304409;Interior;0;0;0;0;0;7;0;0;5;0;0;0;0;1;0;0;0;0;0;0;;0;1;0;0;0;0;;1;1;0;0;0;1;2; ; ; ;0;;;;;10;0;0;0;0;0;0;1;0;40;3
1;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;36;0;0;21;19;1;9;6;53;13;0;0;33;0;6;;10;150;14;63;2;32;;113;224;0;1;0;65;1; ; ; ;3;;;;;20;0;1;0;0;0;0;99;9;693;3
4;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;4;0;0;0;0;32;1;1;61;6;0;5;2;33;13;2;0;26;0;0;;14;101;2;24;2;16;;38;82;0;0;0;4;31; ; ; ;10;;;;;28;5;0;0;0;0;4;72;5;447;3
5;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;3;0;0;2;1;65;4;0;23;8;2;3;0;44;6;1;0;27;0;13;;26;130;14;47;3;43;;127;234;0;0;0;27;7; ; ; ;16;;;;;58;3;0;0;0;0;5;77;3;680;3
6;2;2003;2003m2;1;1;Rio de Janeiro;3304557;Capital;6;0;0;4;8;34;2;1;27;6;3;30;2;20;14;2;0;24;1;2;;32;136;11;8;1;9;;50;79;0;0;0;2;18; ; ; ;57;;;;;20;4;3;0;0;0;10;58;30;422;3
7;2;2003;2003m2;1;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;14;1;0;1;2;0;16;1;1;0;0;0;1;0;0;;12;33;13;3;0;0;;23;39;0;0;0;1;5; ; ; ;15;;;;;26;1;1;0;0;0;2;2;16;134;3
9;2;2003;2003m2;2;1;Rio de Janeiro;3304557;Capital;1;0;0;0;1;41;0;0;31;8;2;24;3;19;19;0;0;15;0;3;;30;123;75;34;1;24;;117;251;0;0;0;13;7; ; ; ;15;;;;;39;2;1;0;0;0;1;53;24;559;3
10;2;2003;2003m2;2;1;Rio de Janeiro;3304557;Capital;1;0;0;0;0;60;0;1;21;15;4;9;2;24;23;1;0;20;2;2;;25;127;68;27;2;22;;136;255;0;0;0;15;10; ; ; ;11;;;;;28;2;1;0;0;0;1;67;9;586;3
12;2;2003;2003m2;19;1;Rio de Janeiro;3304557;Capital;1;0;0;0;2;67;0;1;15;6;4;4;0;26;8;1;0;13;0;0;;56;118;16;46;2;30;;222;316;0;1;0;8;14; ; ; ;4;;;;;44;2;3;0;0;0;1;47;4;684;3
13;2;2003;2003m2;19;1;Rio de Janeiro;3304557;Capital;1;0;0;0;0;28;0;0;11;10;4;5;0;10;5;0;0;13;0;1;;20;68;14;10;0;24;;117;165;0;0;0;10;11; ; ; ;5;;;;;28;2;1;0;0;0;1;28;5;387;3
14;2;2003;2003m2;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;3;36;1;0;32;6;12;23;0;27;5;0;0;20;0;2;;37;132;37;52;4;35;;212;340;0;1;0;17;5; ; ; ;22;;;;;33;2;0;0;0;0;0;52;23;705;3
15;2;2003;2003m2;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;26;0;1;47;0;3;5;1;8;2;0;0;1;0;0;;10;30;16;18;0;9;;70;113;0;0;0;2;16; ; ; ;11;;;;;13;4;3;0;0;0;0;11;5;296;3
16;2;2003;2003m2;36;6;Rio de Janeiro;3304557;Capital;5;0;0;0;1;121;10;5;122;16;7;45;5;21;12;0;0;19;1;4;;58;188;40;12;1;21;;255;329;0;1;0;51;5; ; ; ;15;;;;;122;8;2;0;0;0;5;52;45;1015;3
17;2;2003;2003m2;4;1;Rio de Janeiro;3304557;Capital;3;0;0;3;6;34;1;2;28;9;0;43;6;29;10;0;0;18;0;3;;42;160;22;7;1;7;;61;98;0;1;0;4;47; ; ; ;56;;;;;24;2;6;0;0;0;6;57;43;562;3
18;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;0;0;0;2;1;26;1;1;25;7;2;42;5;24;15;0;0;37;0;3;;35;170;34;19;1;16;;56;126;0;0;0;9;12; ; ; ;18;;;;;22;1;0;0;0;0;2;76;42;425;3
19;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;2;53;1;1;18;14;0;34;7;30;3;0;0;25;0;5;;52;170;36;22;1;14;;87;160;0;1;0;13;13; ; ; ;13;;;;;48;0;2;0;0;0;2;58;34;543;3
20;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;4;0;0;1;5;46;2;0;19;12;2;56;6;29;8;0;0;22;0;2;;37;174;41;7;0;7;;83;138;0;0;0;12;19; ; ; ;41;;;;;31;4;0;0;0;0;5;59;56;504;3
21;2;2003;2003m2;22;1;Rio de Janeiro;3304557;Capital;21;0;1;1;0;87;5;5;54;19;4;178;31;50;42;0;0;26;1;15;;151;517;38;4;2;6;;83;133;0;2;0;16;54; ; ; ;160;;;;;45;11;13;0;0;0;23;118;178;1071;3
22;2;2003;2003m2;16;1;Rio de Janeiro;3304557;Capital;5;1;0;3;0;55;3;3;41;20;0;127;13;36;14;0;0;20;1;8;;99;338;56;11;0;6;;83;156;1;1;0;9;11; ; ; ;100;;;;;51;6;8;0;1;0;9;70;127;718;3
23;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;2;0;0;1;9;59;4;1;16;17;1;120;24;33;11;1;0;23;0;3;;108;341;48;20;0;5;;108;181;0;2;0;28;7; ; ; ;53;;;;;56;4;0;0;0;0;3;67;120;754;3
24;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;4;0;0;0;1;70;1;3;36;14;3;84;13;15;7;0;0;11;0;5;;80;232;26;6;0;3;;45;80;0;0;0;10;15; ; ; ;63;;;;;61;2;0;0;0;0;4;33;84;534;3
25;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;3;0;0;7;11;48;0;0;22;10;1;92;7;16;5;0;0;9;0;3;;81;224;5;6;0;3;;39;53;0;0;0;6;43; ; ; ;125;;;;;25;5;7;0;0;0;10;30;92;595;3
26;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;0;0;0;0;0;1;0; ; ; ;0;;;;;0;0;0;0;0;0;0;0;0;4;3
27;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;3;0;0;1;9;56;0;0;41;16;2;120;5;17;4;0;0;28;1;6;;85;284;61;2;0;3;;74;140;0;0;0;11;0; ; ; ;59;;;;;60;6;5;0;0;0;4;49;120;623;3
28;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;1;0;1;3;5;63;1;0;34;12;0;71;3;23;12;0;0;10;0;5;;57;193;15;5;0;3;;34;57;0;1;0;6;4; ; ; ;47;;;;;62;4;0;0;0;0;5;45;71;442;3
29;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;6;0;0;4;2;55;1;2;40;23;0;76;2;49;16;0;0;37;1;1;;64;269;32;31;3;16;;78;160;0;0;0;5;6; ; ; ;22;;;;;37;2;1;0;0;0;10;102;76;580;3
30;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;10;0;1;3;1;99;3;1;33;6;3;86;2;34;8;0;0;19;1;3;;60;222;30;9;0;5;;56;100;0;0;0;8;3; ; ; ;45;;;;;71;12;3;0;0;0;14;61;86;579;3
31;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;2;0;0;0;0;7;0;0;1;0;1;4;0;1;0;0;0;2;0;1;;4;13;0;0;0;0;;1;1;0;0;0;0;0; ; ; ;1;;;;;11;0;0;0;0;0;2;3;4;37;3
32;2;2003;2003m2;18;2;Rio de Janeiro;3304557;Capital;9;0;0;0;5;191;10;1;69;21;5;50;12;24;5;0;0;21;1;3;;42;184;13;5;1;8;;87;114;0;0;0;13;17; ; ; ;58;;;;;150;7;2;0;0;0;9;50;50;803;3
33;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;7;0;0;0;1;100;1;5;65;4;1;60;8;31;10;0;0;7;0;7;;56;184;28;4;0;3;;101;136;0;0;0;7;9; ; ; ;35;;;;;87;6;7;0;0;0;7;48;60;647;3
34;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;13;0;0;2;9;124;6;3;40;13;2;104;27;45;11;0;0;23;0;1;;60;286;33;14;0;10;;93;150;0;0;0;14;35; ; ; ;102;;;;;79;6;5;0;0;0;15;79;104;875;3
35;2;2003;2003m2;31;2;Rio de Janeiro;3304557;Capital;27;0;0;0;11;265;9;10;129;25;5;105;7;39;27;0;0;17;0;3;;76;304;45;33;6;10;;219;313;0;2;0;23;17; ; ; ;67;;;;;214;22;15;0;0;0;27;83;105;1428;3
36;2;2003;2003m2;27;2;Rio de Janeiro;3304557;Capital;19;0;0;5;15;177;9;1;47;10;4;33;11;20;21;1;0;9;1;1;;24;135;14;4;2;3;;73;96;0;0;0;8;14; ; ; ;39;;;;;111;9;12;0;0;0;24;50;33;683;3
37;2;2003;2003m2;17;1;Rio de Janeiro;3304557;Capital;4;0;0;3;8;89;1;2;52;6;1;110;15;28;20;2;0;20;1;4;;79;286;24;5;1;10;;86;126;0;0;0;25;10; ; ; ;87;;;;;85;5;5;1;0;0;7;68;110;766;3
38;2;2003;2003m2;16;1;Rio de Janeiro;3304557;Capital;5;0;1;0;10;76;1;0;17;15;0;124;21;20;13;0;0;15;0;3;;91;302;38;3;0;0;;77;118;0;1;0;12;15; ; ; ;90;;;;;51;4;1;0;0;0;6;48;124;650;3
39;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;31;1;0;11;4;102;0;1;25;7;2;119;20;36;14;0;0;38;0;3;;71;310;14;5;1;9;;70;99;0;0;0;0;10; ; ; ;75;;;;;76;10;3;0;0;0;43;88;119;718;3
40;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;8;0;0;4;7;48;0;1;33;10;2;51;8;22;12;0;0;14;0;3;;33;155;17;5;0;2;;25;49;0;1;0;7;5; ; ; ;68;;;;;25;3;1;0;1;0;12;48;51;385;3
41;2;2003;2003m2;18;2;Rio de Janeiro;3304557;Capital;2;0;0;1;2;48;2;0;40;15;4;48;1;20;4;0;0;15;1;8;;37;153;31;6;0;3;;101;141;0;1;0;10;5; ; ; ;24;;;;;57;1;0;0;0;0;3;39;48;488;3
44;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;6;0;0;2;3;35;2;1;22;7;0;82;9;14;1;0;0;12;0;3;;60;188;14;2;1;2;;52;71;0;0;0;12;8; ; ; ;73;;;;;29;7;0;0;0;0;8;27;82;447;3
48;2;2003;2003m2;24;3;Seropédica;3305554;Baixada Fluminense;7;0;0;0;4;29;1;1;7;4;4;18;8;2;1;0;0;3;1;0;;15;56;1;0;0;1;;22;24;0;0;0;0;7; ; ; ;8;;;;;19;1;0;0;0;0;7;6;18;187;3
50;2;2003;2003m2;24;3;Itaguaí;3302007;Baixada Fluminense;5;0;1;1;3;55;1;3;32;1;6;6;2;9;1;0;0;3;0;1;;6;35;9;2;0;1;;45;57;0;0;0;5;7; ; ; ;5;;;;;39;4;2;0;0;0;7;13;6;252;3
51;2;2003;2003m2;24;3;Paracambi;3303609;Baixada Fluminense;3;0;0;0;1;37;1;0;2;0;0;1;0;2;0;0;0;2;0;0;;0;5;1;0;0;1;;12;14;0;0;0;4;2; ; ; ;2;;;;;31;3;0;0;0;0;3;4;1;111;3
52;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;0;2;100;2;2;41;11;0;68;21;19;3;0;0;17;0;6;;44;189;35;5;0;5;;61;106;0;0;0;7;2; ; ; ;30;;;;;75;0;1;0;0;0;2;39;68;531;3
53;2;2003;2003m2;20;3;Mesquita;3302858;Baixada Fluminense;8;0;0;3;2;81;1;1;11;4;0;16;1;15;7;0;0;9;0;3;;18;73;6;2;0;1;;31;40;0;0;0;2;9; ; ; ;24;;;;;76;9;1;0;0;0;11;31;16;349;3
54;2;2003;2003m2;20;3;Belford Roxo;3300456;Baixada Fluminense;20;0;1;2;10;248;5;1;15;5;2;35;3;14;3;0;0;5;0;5;;27;99;12;1;0;6;;49;68;0;0;0;11;16; ; ; ;31;;;;;199;14;2;0;0;0;23;22;35;751;3
55;2;2003;2003m2;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;9;0;0;1;3;67;5;1;15;6;0;14;9;11;0;0;0;1;0;0;;10;51;2;5;0;2;;57;66;0;0;0;3;12; ; ; ;9;;;;;45;0;0;0;0;0;10;12;14;321;3
56;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;20;0;0;1;3;78;10;5;18;5;2;40;2;11;4;0;0;4;0;0;;35;103;12;0;0;2;;32;46;0;0;0;2;19; ; ; ;29;;;;;68;12;1;0;0;0;21;19;40;395;3
57;2;2003;2003m2;20;3;Nilópolis;3303203;Baixada Fluminense;11;0;0;0;4;94;5;1;13;11;0;37;1;26;2;0;0;12;0;2;;31;122;29;10;1;7;;50;97;0;1;0;6;9; ; ; ;20;;;;;54;5;1;0;0;0;11;40;37;440;3
